Date,Open,High,Low,Close
1984-08-08,137.0,137.0,137.0,137.0
1984-08-09,136.66,136.66,136.66,136.66
1984-08-10,135.85,135.85,135.85,135.85
1984-08-11,135.4,135.4,135.4,135.4
1984-08-13,135.13,135.13,135.13,135.13
1984-08-14,135.21,135.21,135.21,135.21
1984-08-16,135.47,135.47,135.47,135.47
1984-08-17,135.05,135.05,135.05,135.05
1984-08-18,134.86,134.86,134.86,134.86
1984-08-20,134.5,134.5,134.5,134.5
1984-08-21,133.77,133.77,133.77,133.77
1984-08-22,134.69,134.69,134.69,134.69
1984-08-23,134.33,134.33,134.33,134.33
1984-08-24,134.59,134.59,134.59,134.59
1984-08-25,134.32,134.32,134.32,134.32
1984-08-27,133.49,133.49,133.49,133.49
1984-08-28,133.29,133.29,133.29,133.29
1984-08-29,133.27,133.27,133.27,133.27
1984-08-30,134.46,134.46,134.46,134.46
1984-08-31,136.11,136.11,136.11,136.11
1984-09-01,136.11,136.11,136.11,136.11
1984-09-03,136.71,136.71,136.71,136.71
1984-09-04,136.49,136.49,136.49,136.49
1984-09-05,136.28,136.28,136.28,136.28
1984-09-06,135.93,135.93,135.93,135.93
1984-09-07,136.63,136.63,136.63,136.63
